N	OP_P_T	T_B	TIME_DEVICE	TIME_HOST	TIME_onDEV
8192	7	1024	7.891655e-05	1.096725e-05	2.002716e-05
8192	8	64	8.082390e-05	1.096725e-05	2.002716e-05
8192	8	128	8.106232e-05	1.096725e-05	1.907349e-05
8192	8	256	8.177757e-05	1.096725e-05	2.002716e-05
8192	8	512	8.082390e-05	1.096725e-05	1.883507e-05
8192	8	1024	8.201599e-05	1.096725e-05	2.002716e-05
8192	9	64	8.201599e-05	1.096725e-05	2.002716e-05
8192	9	128	8.201599e-05	1.096725e-05	2.002716e-05
8192	9	256	8.201599e-05	1.096725e-05	2.002716e-05
8192	9	512	8.082390e-05	1.096725e-05	2.002716e-05
8192	9	1024	8.201599e-05	1.096725e-05	2.002716e-05
8192	10	64	8.201599e-05	1.096725e-05	2.002716e-05
8192	10	128	8.106232e-05	1.096725e-05	1.883507e-05
8192	10	256	8.201599e-05	1.096725e-05	1.883507e-05
8192	10	512	8.082390e-05	1.096725e-05	1.907349e-05
8192	10	1024	8.082390e-05	1.096725e-05	1.907349e-05
8192	11	64	8.010864e-05	1.096725e-05	2.002716e-05
8192	11	128	8.010864e-05	1.096725e-05	2.002716e-05
8192	11	256	8.177757e-05	1.096725e-05	1.883507e-05
8192	11	512	8.106232e-05	1.096725e-05	2.002716e-05
8192	11	1024	8.201599e-05	1.096725e-05	1.883507e-05
8192	12	64	8.201599e-05	1.096725e-05	2.002716e-05
8192	12	128	8.201599e-05	1.096725e-05	2.002716e-05
8192	12	256	8.177757e-05	1.096725e-05	2.002716e-05
8192	12	512	8.082390e-05	1.096725e-05	2.002716e-05
8192	12	1024	8.177757e-05	1.096725e-05	1.978874e-05
8192	13	64	8.201599e-05	1.096725e-05	1.907349e-05
8192	13	128	8.201599e-05	1.096725e-05	2.002716e-05
8192	13	256	8.201599e-05	1.096725e-05	2.002716e-05
8192	13	512	8.177757e-05	1.096725e-05	2.002716e-05
8192	13	1024	8.201599e-05	1.096725e-05	1.907349e-05
8192	14	64	8.082390e-05	1.096725e-05	2.002716e-05
8192	14	128	8.082390e-05	1.096725e-05	2.002716e-05
8192	14	256	8.106232e-05	1.096725e-05	1.978874e-05
8192	14	512	8.201599e-05	1.096725e-05	2.002716e-05
8192	14	1024	8.201599e-05	1.096725e-05	2.002716e-05
8192	15	64	8.201599e-05	1.096725e-05	2.002716e-05
8192	15	128	8.201599e-05	1.096725e-05	1.907349e-05
8192	15	256	8.201599e-05	1.096725e-05	1.978874e-05
8192	15	512	8.201599e-05	1.096725e-05	1.883507e-05
8192	15	1024	8.201599e-05	1.096725e-05	1.907349e-05
8192	16	64	8.082390e-05	1.096725e-05	1.978874e-05
8192	16	128	8.106232e-05	1.096725e-05	2.002716e-05
8192	16	256	8.010864e-05	1.096725e-05	1.907349e-05
8192	16	512	8.106232e-05	1.096725e-05	2.002716e-05
8192	16	1024	8.010864e-05	1.096725e-05	1.978874e-05
8192	17	64	8.201599e-05	1.096725e-05	1.907349e-05
8192	17	128	8.106232e-05	1.096725e-05	2.002716e-05
8192	17	256	8.201599e-05	1.096725e-05	1.883507e-05
8192	17	512	8.201599e-05	1.096725e-05	2.002716e-05
8192	17	1024	8.177757e-05	1.096725e-05	1.978874e-05
8192	18	64	8.106232e-05	1.096725e-05	2.002716e-05
8192	18	128	8.106232e-05	1.096725e-05	2.002716e-05
8192	18	256	8.082390e-05	1.096725e-05	2.002716e-05
8192	18	512	8.201599e-05	1.096725e-05	1.978874e-05
8192	18	1024	8.177757e-05	1.096725e-05	1.978874e-05
8192	19	64	8.106232e-05	1.096725e-05	2.002716e-05
8192	19	128	8.201599e-05	1.096725e-05	2.002716e-05
8192	19	256	8.106232e-05	1.096725e-05	2.002716e-05
8192	19	512	8.201599e-05	1.096725e-05	1.978874e-05
8192	19	1024	8.201599e-05	1.096725e-05	2.002716e-05
8192	20	64	8.201599e-05	1.096725e-05	2.002716e-05
8192	20	128	8.106232e-05	1.096725e-05	1.978874e-05
8192	20	256	8.082390e-05	1.096725e-05	2.002716e-05
8192	20	512	8.201599e-05	1.096725e-05	2.002716e-05
8192	20	1024	8.201599e-05	1.096725e-05	2.002716e-05
8192	21	64	8.106232e-05	1.096725e-05	1.907349e-05
8192	21	128	8.106232e-05	1.096725e-05	1.907349e-05
8192	21	256	8.106232e-05	1.096725e-05	1.907349e-05
8192	21	512	8.106232e-05	1.096725e-05	2.002716e-05
8192	21	1024	8.177757e-05	1.096725e-05	1.883507e-05
8192	22	64	8.106232e-05	1.096725e-05	2.002716e-05
8192	22	128	8.106232e-05	1.096725e-05	2.002716e-05
8192	22	256	8.082390e-05	1.096725e-05	1.978874e-05
8192	22	512	8.106232e-05	1.096725e-05	2.002716e-05
8192	22	1024	8.201599e-05	1.096725e-05	2.002716e-05
8192	23	64	8.201599e-05	1.096725e-05	2.002716e-05
8192	23	128	8.106232e-05	1.096725e-05	2.002716e-05
8192	23	256	8.201599e-05	1.096725e-05	2.002716e-05
8192	23	512	8.201599e-05	1.096725e-05	1.978874e-05
8192	23	1024	8.201599e-05	1.096725e-05	2.002716e-05
8192	24	64	8.201599e-05	1.096725e-05	2.002716e-05
8192	24	128	8.177757e-05	1.096725e-05	1.907349e-05
8192	24	256	8.082390e-05	1.096725e-05	1.978874e-05
8192	24	512	8.201599e-05	1.096725e-05	1.907349e-05
8192	24	1024	8.201599e-05	1.096725e-05	2.002716e-05
8192	25	64	8.082390e-05	1.096725e-05	1.978874e-05
8192	25	128	8.106232e-05	1.096725e-05	1.978874e-05
8192	25	256	8.201599e-05	1.096725e-05	2.002716e-05
8192	25	512	8.177757e-05	1.096725e-05	1.978874e-05
8192	25	1024	8.201599e-05	1.096725e-05	2.002716e-05
8192	26	64	8.201599e-05	1.096725e-05	2.002716e-05
8192	26	128	7.987022e-05	1.096725e-05	2.002716e-05
8192	26	256	8.106232e-05	1.096725e-05	2.002716e-05
8192	26	512	8.082390e-05	1.096725e-05	1.978874e-05
8192	26	1024	8.106232e-05	1.096725e-05	1.907349e-05
8192	27	64	8.082390e-05	1.096725e-05	1.907349e-05
8192	27	128	8.106232e-05	1.096725e-05	2.002716e-05
8192	27	256	8.201599e-05	1.096725e-05	1.883507e-05
8192	27	512	8.082390e-05	1.096725e-05	1.978874e-05
8192	27	1024	8.201599e-05	1.096725e-05	1.978874e-05
8192	28	64	8.201599e-05	1.096725e-05	2.002716e-05
8192	28	128	8.201599e-05	1.096725e-05	2.002716e-05
8192	28	256	8.201599e-05	1.096725e-05	1.978874e-05
8192	28	512	8.201599e-05	1.096725e-05	2.002716e-05
8192	28	1024	8.106232e-05	1.096725e-05	1.978874e-05
8192	29	64	8.201599e-05	1.096725e-05	2.002716e-05
8192	29	128	8.082390e-05	1.096725e-05	1.907349e-05
8192	29	256	8.177757e-05	1.096725e-05	2.002716e-05
8192	29	512	8.201599e-05	1.096725e-05	1.978874e-05
8192	29	1024	8.106232e-05	1.096725e-05	2.002716e-05
8192	30	64	8.177757e-05	1.096725e-05	1.978874e-05
8192	30	128	8.201599e-05	1.096725e-05	1.883507e-05
8192	30	256	8.201599e-05	1.096725e-05	2.002716e-05
8192	30	512	8.177757e-05	1.096725e-05	2.002716e-05
8192	30	1024	8.201599e-05	1.096725e-05	2.002716e-05
8192	31	64	8.201599e-05	1.096725e-05	1.978874e-05
8192	31	128	8.177757e-05	1.096725e-05	2.002716e-05
8192	31	256	8.201599e-05	1.096725e-05	1.978874e-05
8192	31	512	8.201599e-05	1.096725e-05	2.002716e-05
8192	31	1024	8.106232e-05	1.096725e-05	1.978874e-05
8192	32	64	8.177757e-05	1.096725e-05	1.907349e-05
8192	32	128	8.082390e-05	1.096725e-05	1.978874e-05
8192	32	256	8.106232e-05	1.096725e-05	1.811981e-05
8192	32	512	8.201599e-05	1.096725e-05	1.978874e-05
8192	32	1024	8.106232e-05	1.096725e-05	2.002716e-05
8192	33	64	8.201599e-05	1.096725e-05	1.907349e-05
8192	33	128	8.106232e-05	1.096725e-05	1.978874e-05
8192	33	256	8.106232e-05	1.096725e-05	2.002716e-05
8192	33	512	8.106232e-05	1.096725e-05	2.002716e-05
8192	33	1024	8.082390e-05	1.096725e-05	1.978874e-05
8192	34	64	8.106232e-05	1.096725e-05	1.978874e-05
8192	34	128	8.082390e-05	1.096725e-05	2.002716e-05
8192	34	256	8.201599e-05	1.096725e-05	2.002716e-05
8192	34	512	8.201599e-05	1.096725e-05	2.002716e-05
8192	34	1024	8.082390e-05	1.096725e-05	1.907349e-05
8192	35	64	8.106232e-05	1.096725e-05	1.907349e-05
8192	35	128	8.106232e-05	1.096725e-05	2.002716e-05
8192	35	256	8.106232e-05	1.096725e-05	2.002716e-05
8192	35	512	8.082390e-05	1.096725e-05	1.978874e-05
8192	35	1024	8.201599e-05	1.096725e-05	1.978874e-05
8192	36	64	8.106232e-05	1.096725e-05	2.002716e-05
8192	36	128	8.201599e-05	1.096725e-05	1.907349e-05
8192	36	256	8.201599e-05	1.096725e-05	2.002716e-05
8192	36	512	8.082390e-05	1.096725e-05	1.978874e-05
8192	36	1024	8.106232e-05	1.096725e-05	1.978874e-05
8192	37	64	8.010864e-05	1.096725e-05	1.907349e-05
8192	37	128	8.106232e-05	1.096725e-05	1.978874e-05
8192	37	256	8.177757e-05	1.096725e-05	1.907349e-05
8192	37	512	8.106232e-05	1.096725e-05	2.002716e-05
8192	37	1024	8.106232e-05	1.096725e-05	1.883507e-05
8192	38	64	8.201599e-05	1.096725e-05	1.907349e-05
8192	38	128	8.201599e-05	1.096725e-05	2.002716e-05
8192	38	256	8.201599e-05	1.096725e-05	1.907349e-05
8192	38	512	8.106232e-05	1.096725e-05	1.907349e-05
8192	38	1024	8.106232e-05	1.096725e-05	2.002716e-05
8192	39	64	8.106232e-05	1.096725e-05	2.002716e-05
8192	39	128	8.177757e-05	1.096725e-05	1.978874e-05
8192	39	256	8.201599e-05	1.096725e-05	1.907349e-05
8192	39	512	8.201599e-05	1.096725e-05	2.002716e-05
8192	39	1024	8.201599e-05	1.096725e-05	1.907349e-05
8192	40	64	8.201599e-05	1.096725e-05	1.978874e-05
8192	40	128	8.106232e-05	1.096725e-05	1.978874e-05
8192	40	256	8.201599e-05	1.096725e-05	2.002716e-05
8192	40	512	8.201599e-05	1.096725e-05	2.002716e-05
8192	40	1024	8.201599e-05	1.096725e-05	1.978874e-05
8192	41	64	8.201599e-05	1.096725e-05	2.002716e-05
8192	41	128	8.177757e-05	1.096725e-05	1.978874e-05
8192	41	256	8.201599e-05	1.096725e-05	2.002716e-05
8192	41	512	8.082390e-05	1.096725e-05	2.002716e-05
8192	41	1024	8.201599e-05	1.096725e-05	1.978874e-05
8192	42	64	8.106232e-05	1.096725e-05	2.002716e-05
8192	42	128	8.106232e-05	1.096725e-05	2.002716e-05
8192	42	256	8.082390e-05	1.096725e-05	1.883507e-05
8192	42	512	7.987022e-05	1.096725e-05	1.907349e-05
8192	42	1024	8.106232e-05	1.096725e-05	1.883507e-05
8192	43	64	8.106232e-05	1.096725e-05	2.002716e-05
8192	43	128	8.082390e-05	1.096725e-05	2.002716e-05
8192	43	256	8.106232e-05	1.096725e-05	2.002716e-05
8192	43	512	8.201599e-05	1.096725e-05	1.907349e-05
8192	43	1024	8.106232e-05	1.096725e-05	2.002716e-05
8192	44	64	8.106232e-05	1.096725e-05	2.002716e-05
8192	44	128	8.106232e-05	1.096725e-05	2.002716e-05
8192	44	256	8.082390e-05	1.096725e-05	1.978874e-05
8192	44	512	8.082390e-05	1.096725e-05	1.978874e-05
8192	44	1024	8.201599e-05	1.096725e-05	2.002716e-05
8192	45	64	8.106232e-05	1.096725e-05	2.002716e-05
8192	45	128	8.177757e-05	1.096725e-05	1.978874e-05
8192	45	256	8.201599e-05	1.096725e-05	2.002716e-05
8192	45	512	8.106232e-05	1.096725e-05	1.907349e-05
8192	45	1024	8.177757e-05	1.096725e-05	1.978874e-05
8192	46	64	8.201599e-05	1.096725e-05	2.002716e-05
8192	46	128	8.201599e-05	1.096725e-05	2.002716e-05
8192	46	256	8.106232e-05	1.096725e-05	1.978874e-05
8192	46	512	8.106232e-05	1.096725e-05	2.002716e-05
8192	46	1024	8.106232e-05	1.096725e-05	2.002716e-05
8192	47	64	8.177757e-05	1.096725e-05	2.002716e-05
8192	47	128	8.082390e-05	1.096725e-05	1.978874e-05
8192	47	256	8.106232e-05	1.096725e-05	1.907349e-05
8192	47	512	8.201599e-05	1.096725e-05	1.978874e-05
8192	47	1024	8.106232e-05	1.096725e-05	1.907349e-05
8192	48	64	8.082390e-05	1.096725e-05	2.002716e-05
8192	48	128	8.106232e-05	1.096725e-05	1.907349e-05
8192	48	256	8.106232e-05	1.096725e-05	1.978874e-05
8192	48	512	8.201599e-05	1.096725e-05	2.002716e-05
8192	48	1024	8.201599e-05	1.096725e-05	2.002716e-05
8192	49	64	8.106232e-05	1.096725e-05	2.002716e-05
8192	49	128	8.106232e-05	1.096725e-05	2.002716e-05
8192	49	256	8.106232e-05	1.096725e-05	1.978874e-05
8192	49	512	8.201599e-05	1.096725e-05	1.883507e-05
8192	49	1024	8.106232e-05	1.096725e-05	2.002716e-05
16384	1	64	2.861023e-04	2.098083e-05	2.479553e-05
16384	1	128	2.830029e-04	2.098083e-05	2.503395e-05
16384	1	256	2.820492e-04	2.193451e-05	2.503395e-05
16384	1	512	2.808571e-04	2.098083e-05	2.503395e-05
16384	1	1024	2.751350e-04	2.098083e-05	2.408028e-05
16384	2	64	2.789497e-04	2.098083e-05	2.384186e-05
16384	2	128	2.801418e-04	2.098083e-05	2.503395e-05
16384	2	256	2.799034e-04	2.193451e-05	2.503395e-05
16384	2	512	2.799034e-04	2.193451e-05	2.479553e-05
16384	2	1024	2.799034e-04	2.098083e-05	2.503395e-05
16384	3	64	2.810955e-04	2.098083e-05	2.503395e-05
16384	3	128	2.808571e-04	2.098083e-05	2.503395e-05
16384	3	256	2.808571e-04	2.098083e-05	2.479553e-05
16384	3	512	2.789497e-04	2.193451e-05	2.503395e-05
16384	3	1024	2.799034e-04	2.098083e-05	2.503395e-05
16384	4	64	2.808571e-04	2.098083e-05	2.479553e-05
16384	4	128	2.820492e-04	2.098083e-05	2.479553e-05
16384	4	256	2.808571e-04	2.193451e-05	2.503395e-05
16384	4	512	2.799034e-04	2.121925e-05	2.384186e-05
16384	4	1024	2.808571e-04	2.098083e-05	2.503395e-05
16384	5	64	2.779961e-04	2.193451e-05	2.503395e-05
16384	5	128	2.808571e-04	2.098083e-05	2.408028e-05
16384	5	256	2.791882e-04	2.098083e-05	2.479553e-05
16384	5	512	2.818108e-04	2.193451e-05	2.288818e-05
16384	5	1024	2.820492e-04	2.098083e-05	2.503395e-05
16384	6	64	2.820492e-04	2.098083e-05	2.384186e-05
16384	6	128	2.820492e-04	2.098083e-05	2.384186e-05
16384	6	256	2.820492e-04	2.098083e-05	2.384186e-05
16384	6	512	2.820492e-04	2.098083e-05	2.408028e-05
16384	6	1024	2.830029e-04	2.098083e-05	2.503395e-05
16384	7	64	2.820492e-04	2.193451e-05	2.408028e-05
16384	7	128	2.810955e-04	2.098083e-05	2.312660e-05
16384	7	256	2.810955e-04	2.193451e-05	2.384186e-05
16384	7	512	2.779961e-04	2.098083e-05	2.503395e-05
16384	7	1024	2.820492e-04	2.193451e-05	2.503395e-05
16384	8	64	2.839565e-04	2.098083e-05	2.408028e-05
16384	8	128	2.839565e-04	2.193451e-05	2.408028e-05
16384	8	256	2.839565e-04	2.193451e-05	2.408028e-05
16384	8	512	2.830029e-04	2.193451e-05	2.408028e-05
16384	8	1024	2.841949e-04	2.193451e-05	2.479553e-05
16384	9	64	2.849102e-04	2.098083e-05	2.408028e-05
16384	9	128	2.820492e-04	2.098083e-05	2.408028e-05
16384	9	256	2.799034e-04	2.121925e-05	2.408028e-05
16384	9	512	2.830029e-04	2.098083e-05	2.408028e-05
16384	9	1024	2.849102e-04	2.098083e-05	2.479553e-05
16384	10	64	2.820492e-04	2.193451e-05	2.479553e-05
16384	10	128	2.827644e-04	2.193451e-05	2.408028e-05
16384	10	256	2.839565e-04	2.098083e-05	2.479553e-05
16384	10	512	2.830029e-04	2.098083e-05	2.479553e-05
16384	10	1024	2.839565e-04	2.098083e-05	2.408028e-05
16384	11	64	2.820492e-04	2.098083e-05	2.479553e-05
16384	11	128	2.799034e-04	2.193451e-05	2.503395e-05
16384	11	256	2.830029e-04	2.098083e-05	2.408028e-05
16384	11	512	2.830029e-04	2.098083e-05	2.503395e-05
16384	11	1024	2.839565e-04	2.098083e-05	2.503395e-05
16384	12	64	2.830029e-04	2.098083e-05	2.503395e-05
16384	12	128	2.830029e-04	2.193451e-05	2.503395e-05
16384	12	256	2.839565e-04	2.098083e-05	2.384186e-05
16384	12	512	2.810955e-04	2.193451e-05	2.503395e-05
16384	12	1024	2.820492e-04	2.098083e-05	2.408028e-05
16384	13	64	2.830029e-04	2.098083e-05	2.503395e-05
16384	13	128	2.830029e-04	2.098083e-05	2.503395e-05
16384	13	256	2.830029e-04	2.098083e-05	2.384186e-05
16384	13	512	2.841949e-04	2.193451e-05	2.408028e-05
16384	13	1024	2.830029e-04	2.193451e-05	2.503395e-05
16384	14	64	2.851486e-04	2.098083e-05	2.384186e-05
16384	14	128	2.839565e-04	2.098083e-05	2.408028e-05
16384	14	256	2.839565e-04	2.193451e-05	2.408028e-05
16384	14	512	2.810955e-04	2.098083e-05	2.503395e-05
16384	14	1024	2.839565e-04	2.098083e-05	2.503395e-05
16384	15	64	2.830029e-04	2.098083e-05	2.408028e-05
16384	15	128	2.830029e-04	2.098083e-05	2.503395e-05
16384	15	256	2.839565e-04	2.121925e-05	2.408028e-05
16384	15	512	2.841949e-04	2.098083e-05	2.503395e-05
16384	15	1024	2.830029e-04	2.098083e-05	2.503395e-05
16384	16	64	2.892017e-04	2.193451e-05	2.408028e-05
16384	16	128	2.889633e-04	2.098083e-05	2.408028e-05
16384	16	256	2.889633e-04	2.193451e-05	2.312660e-05
16384	16	512	2.858639e-04	2.193451e-05	2.384186e-05
16384	16	1024	2.889633e-04	2.098083e-05	2.408028e-05
16384	17	64	2.889633e-04	2.193451e-05	2.384186e-05
16384	17	128	2.880096e-04	2.098083e-05	2.408028e-05
16384	17	256	2.880096e-04	2.098083e-05	2.384186e-05
16384	17	512	2.889633e-04	2.193451e-05	2.384186e-05
16384	17	1024	2.899170e-04	2.098083e-05	2.479553e-05
16384	18	64	2.880096e-04	2.098083e-05	2.408028e-05
16384	18	128	2.858639e-04	2.098083e-05	2.479553e-05
16384	18	256	2.861023e-04	2.193451e-05	2.408028e-05
16384	18	512	2.889633e-04	2.121925e-05	2.384186e-05
16384	18	1024	2.880096e-04	2.098083e-05	2.384186e-05
16384	19	64	2.880096e-04	2.193451e-05	2.408028e-05
16384	19	128	2.889633e-04	2.098083e-05	2.408028e-05
16384	19	256	2.889633e-04	2.098083e-05	2.503395e-05
16384	19	512	2.868176e-04	2.098083e-05	2.479553e-05
16384	19	1024	2.880096e-04	2.098083e-05	2.503395e-05
16384	20	64	2.861023e-04	2.098083e-05	2.503395e-05
16384	20	128	2.899170e-04	2.193451e-05	2.408028e-05
16384	20	256	2.880096e-04	2.098083e-05	2.479553e-05
16384	20	512	2.899170e-04	2.098083e-05	2.384186e-05
16384	20	1024	2.870560e-04	2.193451e-05	2.408028e-05
16384	21	64	2.892017e-04	2.098083e-05	2.479553e-05
16384	21	128	2.880096e-04	2.098083e-05	2.503395e-05
16384	21	256	2.889633e-04	2.193451e-05	2.503395e-05
16384	21	512	2.899170e-04	2.193451e-05	2.503395e-05
16384	21	1024	2.861023e-04	2.098083e-05	2.408028e-05
16384	22	64	2.858639e-04	2.098083e-05	2.503395e-05
16384	22	128	2.877712e-04	2.121925e-05	2.503395e-05
16384	22	256	2.880096e-04	2.098083e-05	2.503395e-05
16384	22	512	2.930164e-04	2.408028e-05	2.384186e-05
16384	22	1024	2.889633e-04	2.479553e-05	2.479553e-05
16384	23	64	2.889633e-04	2.193451e-05	2.408028e-05
16384	23	128	2.861023e-04	2.193451e-05	2.408028e-05
16384	23	256	2.851486e-04	2.193451e-05	2.408028e-05
16384	23	512	2.820492e-04	2.193451e-05	2.408028e-05
16384	23	1024	2.870560e-04	2.193451e-05	2.384186e-05
16384	24	64	3.108978e-04	2.193451e-05	2.384186e-05
16384	24	128	2.889633e-04	2.193451e-05	2.384186e-05
16384	24	256	2.868176e-04	2.193451e-05	2.384186e-05
16384	24	512	2.870560e-04	2.193451e-05	2.408028e-05
16384	24	1024	2.880096e-04	2.193451e-05	2.384186e-05
16384	25	64	2.868176e-04	2.193451e-05	2.503395e-05
16384	25	128	2.880096e-04	2.193451e-05	2.479553e-05
16384	25	256	2.858639e-04	2.193451e-05	2.408028e-05
16384	25	512	2.849102e-04	2.193451e-05	2.384186e-05
16384	25	1024	2.870560e-04	2.193451e-05	2.384186e-05
16384	26	64	2.839565e-04	2.193451e-05	2.408028e-05
16384	26	128	2.877712e-04	2.193451e-05	2.408028e-05
16384	26	256	2.849102e-04	2.193451e-05	2.384186e-05
16384	26	512	2.870560e-04	2.193451e-05	2.408028e-05
16384	26	1024	2.892017e-04	2.098083e-05	2.408028e-05
16384	27	64	2.870560e-04	2.121925e-05	2.384186e-05
16384	27	128	2.839565e-04	2.193451e-05	2.408028e-05
16384	27	256	2.870560e-04	2.193451e-05	2.384186e-05
16384	27	512	2.870560e-04	2.193451e-05	2.479553e-05
16384	27	1024	2.868176e-04	2.098083e-05	2.408028e-05
16384	28	64	2.861023e-04	2.193451e-05	2.408028e-05
16384	28	128	2.880096e-04	2.098083e-05	2.479553e-05
16384	28	256	2.861023e-04	2.098083e-05	2.408028e-05
16384	28	512	2.870560e-04	2.098083e-05	2.479553e-05
16384	28	1024	2.861023e-04	2.193451e-05	2.503395e-05
16384	29	64	2.830029e-04	2.193451e-05	2.503395e-05
16384	29	128	2.861023e-04	2.193451e-05	2.312660e-05
16384	29	256	2.868176e-04	2.098083e-05	2.384186e-05
16384	29	512	2.858639e-04	2.193451e-05	2.384186e-05
16384	29	1024	2.870560e-04	2.098083e-05	2.408028e-05
16384	30	64	2.868176e-04	2.098083e-05	2.479553e-05
16384	30	128	2.870560e-04	2.193451e-05	2.503395e-05
16384	30	256	2.851486e-04	2.098083e-05	2.408028e-05
16384	30	512	2.870560e-04	2.193451e-05	2.503395e-05
16384	30	1024	2.851486e-04	2.193451e-05	2.408028e-05
16384	31	64	2.851486e-04	2.193451e-05	2.384186e-05
16384	31	128	2.868176e-04	2.193451e-05	2.408028e-05
16384	31	256	2.870560e-04	2.098083e-05	2.384186e-05
16384	31	512	2.868176e-04	2.098083e-05	2.408028e-05
16384	31	1024	2.880096e-04	2.098083e-05	2.408028e-05
16384	32	64	2.868176e-04	2.098083e-05	2.384186e-05
16384	32	128	2.858639e-04	2.193451e-05	2.384186e-05
16384	32	256	2.870560e-04	2.098083e-05	2.384186e-05
16384	32	512	2.870560e-04	2.098083e-05	2.408028e-05
16384	32	1024	2.870560e-04	2.098083e-05	2.408028e-05
16384	33	64	2.861023e-04	2.193451e-05	2.408028e-05
16384	33	128	2.870560e-04	2.193451e-05	2.503395e-05
16384	33	256	2.880096e-04	2.193451e-05	2.408028e-05
16384	33	512	2.870560e-04	2.098083e-05	2.384186e-05
16384	33	1024	2.870560e-04	2.193451e-05	2.408028e-05
16384	34	64	2.861023e-04	2.098083e-05	2.408028e-05
16384	34	128	2.839565e-04	2.098083e-05	2.408028e-05
16384	34	256	2.851486e-04	2.193451e-05	2.384186e-05
16384	34	512	2.841949e-04	2.193451e-05	2.288818e-05
16384	34	1024	2.870560e-04	2.193451e-05	2.384186e-05
16384	35	64	2.868176e-04	2.098083e-05	2.384186e-05
16384	35	128	2.880096e-04	2.098083e-05	2.503395e-05
16384	35	256	2.870560e-04	2.098083e-05	2.408028e-05
16384	35	512	2.868176e-04	2.193451e-05	2.384186e-05
16384	35	1024	2.868176e-04	2.098083e-05	2.384186e-05
16384	36	64	2.839565e-04	2.098083e-05	2.384186e-05
16384	36	128	2.858639e-04	2.098083e-05	2.288818e-05
16384	36	256	2.858639e-04	2.098083e-05	2.312660e-05
16384	36	512	2.880096e-04	2.098083e-05	2.384186e-05
16384	36	1024	2.880096e-04	2.098083e-05	2.408028e-05
16384	37	64	2.858639e-04	2.193451e-05	2.384186e-05
16384	37	128	2.870560e-04	2.193451e-05	2.408028e-05
16384	37	256	2.880096e-04	2.098083e-05	2.503395e-05
16384	37	512	2.880096e-04	2.098083e-05	2.479553e-05
16384	37	1024	2.870560e-04	2.098083e-05	2.408028e-05
16384	38	64	2.870560e-04	2.098083e-05	2.384186e-05
16384	38	128	2.839565e-04	2.098083e-05	2.479553e-05
16384	38	256	2.868176e-04	2.193451e-05	2.384186e-05
16384	38	512	2.880096e-04	2.098083e-05	2.503395e-05
16384	38	1024	2.870560e-04	2.098083e-05	2.408028e-05
16384	39	64	2.870560e-04	2.098083e-05	2.408028e-05
16384	39	128	2.880096e-04	2.098083e-05	2.503395e-05
16384	39	256	2.880096e-04	2.098083e-05	2.408028e-05
16384	39	512	2.830029e-04	2.098083e-05	2.479553e-05
16384	39	1024	2.851486e-04	2.098083e-05	2.384186e-05
16384	40	64	2.839565e-04	2.098083e-05	2.312660e-05
16384	40	128	2.870560e-04	2.193451e-05	2.503395e-05
16384	40	256	2.880096e-04	2.193451e-05	2.384186e-05
16384	40	512	2.861023e-04	2.121925e-05	2.408028e-05
16384	40	1024	2.880096e-04	2.098083e-05	2.503395e-05
16384	41	64	2.851486e-04	2.098083e-05	2.503395e-05
16384	41	128	2.861023e-04	2.193451e-05	2.408028e-05
16384	41	256	2.861023e-04	2.098083e-05	2.384186e-05
16384	41	512	2.830029e-04	2.098083e-05	2.408028e-05
16384	41	1024	2.839565e-04	2.193451e-05	2.503395e-05
16384	42	64	2.880096e-04	2.098083e-05	2.503395e-05
16384	42	128	2.880096e-04	2.098083e-05	2.384186e-05
16384	42	256	2.870560e-04	2.098083e-05	2.384186e-05
16384	42	512	2.880096e-04	2.193451e-05	2.408028e-05
16384	42	1024	2.870560e-04	2.098083e-05	2.503395e-05
16384	43	64	2.868176e-04	2.098083e-05	2.408028e-05
16384	43	128	2.880096e-04	2.098083e-05	2.384186e-05
16384	43	256	2.858639e-04	2.193451e-05	2.384186e-05
16384	43	512	2.880096e-04	2.098083e-05	2.312660e-05
16384	43	1024	2.870560e-04	2.098083e-05	2.479553e-05
16384	44	64	2.880096e-04	2.098083e-05	2.479553e-05
16384	44	128	2.880096e-04	2.098083e-05	2.503395e-05
16384	44	256	2.870560e-04	2.098083e-05	2.479553e-05
16384	44	512	2.880096e-04	2.098083e-05	2.408028e-05
16384	44	1024	2.870560e-04	2.098083e-05	2.479553e-05
16384	45	64	2.849102e-04	2.098083e-05	2.503395e-05
16384	45	128	2.851486e-04	2.193451e-05	2.384186e-05
16384	45	256	2.868176e-04	2.098083e-05	2.479553e-05
16384	45	512	3.199577e-04	2.098083e-05	2.479553e-05
16384	45	1024	2.899170e-04	2.193451e-05	2.408028e-05
16384	46	64	2.889633e-04	2.193451e-05	2.479553e-05
16384	46	128	3.008842e-04	2.193451e-05	2.503395e-05
16384	46	256	3.030300e-04	2.098083e-05	2.503395e-05
16384	46	512	3.108978e-04	2.098083e-05	2.503395e-05
16384	46	1024	2.849102e-04	2.193451e-05	2.503395e-05
16384	47	64	2.889633e-04	2.098083e-05	2.384186e-05
16384	47	128	3.039837e-04	2.098083e-05	2.408028e-05
16384	47	256	2.949238e-04	2.121925e-05	2.479553e-05
16384	47	512	3.030300e-04	2.193451e-05	2.503395e-05
16384	47	1024	2.911091e-04	2.193451e-05	2.479553e-05
16384	48	64	2.899170e-04	2.098083e-05	2.479553e-05
